word,root,suffixes
gidecek,git,ecek
saatler,saat,ler
sonlarında,son,larında
parkımda,park,ımda
tekerlerin,teker,lerin
nargileyi,nargile,yi
kekikler,kekik,ler
sarımsaklarım,sarımsak,larım
orgeneral,orgeneral,
düşüyoruz,düş,üyoruz
rastlayıp,rastla,yıp
ılımlı,ılım,lı
partisiydi,parti,siydi
kederli,keder,li
kaybediyorsunuz,kaybet,iyorsunuz
süsle,süsle,
merdivenleri,merdiven,leri
inceler,ince,ler
süslenmişler,süsle,nmişler
inanıyor,inan,ıyor
çıkarılacak,çıkar,ılacak
susuyoruz,sus,uyoruz
heykeller,heykel,ler
anlayacağım,anla,yacakım
geçirdiler,geçir,diler
olana,ol,ana
daha,daha,
tavanına,tavan,ına
voleyboldan,voleybol,dan
alkışladı,alkışla,dı
hiçbir,hiçbir,
kır,kır,
doktor,doktor,
bulacak,bul,acak
öğrendiniz,öğren,diniz
beraber,beraber,
fenerbahçe,fener,bahçe
anlayamamıştı,anla,yamamıştı
istediğin,iste,diğin
badminton,badminton,
anlatır,anlatı,r
kapıdan,kapı,dan
sertçe,sert,çe
küpeden,küpe,den
kirletecek,kirlet,ecek
olmasından,ol,masından
hoş,hoş,
hatırlıyorsun,hatırla,ıyorsun
pekmezi,pekmez,i
kitap,kitap,
gömlek,gömlek,
kur,kur,
operadan,opera,dan
şah,şah,
yaşta,yaş,ta
bit,bit,
çekti,çek,ti
üzüntü,üzüntü,
papatya,papatya,
gelin,gelin,
yaşı,yaş,ı
çıkacağını,çık,acağını
albümde,albüm,de
alüminyumlarım,alüminyum,larım
cadde,cadde,
dünyanın,dünya,nın
anlayacağınız,anla,yacağınız
duracaksın,dur,acaksın
günlerimde,gün,lerimde
gerekçesi,gerekçe,si
peşinden,peşin,den
sörf,sörf,
baharatlarımda,baharat,larımda
fincanını,fincan,ını
yoruluncaya,yor,uluncaya
kaşığı,kaşık,ı
açıyorum,aç,ıyorum
reddediyorum,reddet,iyorum
elmalar,elma,lar
ana,ana,
buradayım,bura,dayım
şiirini,şiir,ini
değerlendirme,değer,lendirme
sıçrayarak,sıçra,yarak
sinemam,sinema,m
bilemiyorum,bil,emiyorum
bitkiden,bitki,den
devamlı,devam,lı
masasına,masa,sına
gözlemek,gözle,mek
belli,belli,
sazlar,saz,lar
şeker,şeker,
çeşitli,çeşitli,
çekiç,çekiç,
kalmasıdır,kal,masıdır
plastik,plastik,
naylonda,naylon,da
makarnamda,makarna,mda
kameralarım,kamera,larım
çimenler,çimen,ler
büyümek,büyü,mek
insanın,insan,ın
kamplar,kamp,lar
şapka,şapka,
ağlıyor,ağla,ıyor
ipek,ipek,
oldun,ol,dun
uzunum,uzun,um
kıyıda,kıyı,da
taktirde,taktir,de
öksürüyorsunuz,öksür,üyorsunuz
kravatımda,kravat,ımda
ineceğim,in,ecekim
hatırladı,hatırla,dı
serin,serin,
büyüme,büyü,me
faresine,fare,sine
karmaşaya,karmaşa,ya
sonraki,sonra,ki
kadardı,kadar,dı
kahvemde,kahve,mde
dağılıverdi,dağıl,ıverdi
yirmiye,yirmi,ye
birazdan,biraz,dan
roma,rom,a
susup,sus,up
cilam,cila,m
uçuyorsun,uç,uyorsun
kapımda,kapı,mda
ısıt,ısıt,
anlıyorlar,anla,yorlar
kork,kork,
düşünmüyorum,düşün,müyorum
kestanede,kestane,de
hatırlamıyordu,hatırla,mıyordu
tuzlu,tuz,lu
komutları,komut,ları
yürüyorsunuz,yürü,yorsunuz
hiçsiniz,hiç,siniz
ihtiyacınız,ihtiyaç,ınız
etkisini,etki,sini
gözlük,gözlük,
parmağını,parmak,ını
eğleneceğiz,eğlen,eceğiz
alaya,alay,a
karpuzlarımda,karpuz,larımda
pensemde,pense,mde
al,al,
betonlar,beton,lar
boyuyor,boya,yor
veriyor,ver,iyor
burjuva,burjuva,
tırmanıyorum,tırman,ıyorum
kesiyorum,kes,iyorum
uzunlar,uzun,lar
taşıyorum,taş,ıyorum
limanlarımda,liman,larımda
çekicimde,çekiç,imde
bekleyecek,bekle,yecek
kumumda,kum,umda
çoban,çoban,
istediğini,iste,diğini
bekliyorsunuz,bekle,iyorsunuz
büyükler,büyük,ler
koridor,koridor,
yıldızına,yıldız,ına
çorabımda,çorap,ımda
bankın,bank,ın
açacaksın,aç,acaksın
çıkıyorlar,çık,ıyorlar
seçiyorlar,seç,iyorlar
öğretmenlerimde,öğretmen,lerimde
kediler,kedi,ler
karşılaşmamıştı,karşılaşma,mıştı
içmeseydim,iç,meseydim
fazlalığı,fazla,lığı
anlamadığını,anla,madığını
çevirenin,çevir,enin
sever,sev,er
göze,göze,
dikkate,dikkat,e
duyacaklar,duy,acaklar
veriyor,ver,iyor
bitirdiğinde,bitir,diğinde
verdiğin,ver,diğin
şaşarak,şaş,arak
geçinmek,geçin,mek
kalkışmanın,kalkış,manın
kutu,kutu,
soğan,soğan,
söyleyecek,söyle,yecek
küçüklerde,küçük,lerde
soyun,soyun,
yılı,yıl,ı
yazılmıştır,yaz,ılmıştır
ağladığı,ağla,dığı
yaş,yaş,
öğretmenlerim,öğretmen,lerim
koyunlarımda,koyun,larımda
bağırıyorlar,bağır,ıyorlar
çalışacağım,çalış,acakım
yarışı,yarış,ı
olamayacağı,ol,amayacağı
beğeniyorsunuz,beğen,iyorsunuz
yardımcısı,yardımcı,sı
verniğimde,vernik,imde
hissediyordu,hisset,iyordu
beğeniyorsun,beğen,iyorsun
kemerim,kemer,im
güleceğiz,gül,ecekiz
gevşet,gevşet,
birden,bir,den
otlara,ot,lara
öfkeli,öfke,li
tutup,tut,up
alıyorsun,al,ıyorsun
tutuyorlardı,tut,uyorlardı
bitiyorum,bit,iyorum
yılanları,yılan,ları
sona,son,a
deniz,deniz,
sevinçle,sevinç,le
olurlar,ol,urlar
etek,etek,
susuyorum,sus,uyorum
rafları,raf,ları
nanede,nane,de
okumaya,oku,maya
saçılmanın,saç,ılmanın
elmaslarla,elmas,larla
satıyorlar,sat,ıyorlar
sebebi,sebep,i
gidiyoruz,git,iyoruz
kalkıyorum,kalk,ıyorum
keyifli,keyif,li
pencerenin,pencere,nin
dinleniyorlar,dinlen,iyorlar
tarayıcı,tarayıcı,
dinleneceksin,dinlen,eceksin
defa,defa,
bekleyeyim,bekle,yeyim
bulut,bulut,
onar,onar,
yöne,yön,e
verebilir,ver,ebilir
mukavvalarım,mukavva,larım
çimdiklemeye,çimdikle,meye
başlayıp,başla,yıp
denesem,dene,sem
dinleniyorlardı,dinlen,iyorlardı
pamuğumda,pamuk,umda
sarayın,saray,ın
istediğimde,iste,diğimde
konuşmasıydı,konuş,masıydı
pencere,pencere,
baksan,bak,san
seviyorcasına,sev,iyorcasına
chatte,chatte,
avantajı,avantaj,ı
dizilirsiniz,diz,ilirsiniz
sor,sor,
satıyorum,sat,ıyorum
oğuşturuyordu,oğuştur,uyordu
mırıldanarak,mırıldan,arak
terbiyesizlik,terbiye,sizlik
kısacası,kısa,cası
çiziyorsunuz,çiz,iyorsunuz
sebzeye,sebze,ye
birisi,birisi,
oynadıklarını,oyna,dıklarını
gözlüklerimde,gözlük,lerimde
yağmurdan,yağmur,dan
morlar,mor,lar
ufak,ufak,
şallar,şal,lar
kafan,kafa,n
giydirecek,giy,direcek
yarısına,yarı,sına
ciddiyet,ciddiyet,
kapatacak,kapat,acak
bin,bin,
klavyemde,klavye,mde
böylelikle,böyle,likle
kaybediyorlar,kaybet,iyorlar
boyuna,boyun,a
keçi,keçi,
müthiş,müthiş,
kitap,kitap,
durmayarak,dur,mayarak
değiştirerek,değiş,tirerek
askerle,asker,le
içerseniz,içer,seniz
kalkıyorum,kalk,ıyorum
danslar,dans,lar
anlayacak,anla,yacak
tekrar,tekrar,
serilmesi,ser,ilmesi
olmalısınız,ol,malısınız
çileklerimde,çilek,lerimde
gelirim,gelir,im
istasyonumda,istasyon,umda
veriyorlar,ver,iyorlar
defterden,defter,den
bakmasının,bak,masının
yazacağım,yaz,acakım
yüzmekten,yüz,mekten
eliniz,el,iniz
çörek,çörek,
zaten,zaten,
çimentomda,çimento,mda
yapabilir,yap,abilir
ortadaydı,orta,daydı
kabak,kabak,
kayık,kayık,
ederiz,eder,iz
evde,ev,de
veriyoruz,ver,iyoruz
ilgilenemeyecek,ilgilen,emeyecek
bıçak,bıçak,
birini,biri,ni
madenim,maden,im
kadarsa,kadar,sa
anlıyoruz,anla,yoruz
seçiyorsunuz,seç,iyorsunuz
süredir,süre,dir
koşup,koş,up
yardımcı,yardım,cı
benzemez,benze,mez
emziriyor,emzir,iyor
toplayarak,topla,yarak
fularda,fular,da
müzik,müzik,
başınızı,baş,ınızı
zıplayacağım,zıpla,yacakım
gezeceksin,gez,eceksin
bakıyordu,bak,ıyordu
günü,günü,
ver,ver,
kuyruğumu,kuyruk,umu
kahverengiden,kahverengi,den
tepesinden,tepe,sinden
eldivenler,eldiven,ler
tornavidalarımda,tornavida,larımda
yürüyorlar,yürü,yorlar
onlardansın,onlar,lardansın
bulmasını,bulma,sını
ketenler,keten,ler
mahkeme,mahkeme,
ağaçlarımda,ağaç,larımda
mikroskoplarımda,mikroskop,larımda
maydanozlar,maydanoz,lar
ezilmekten,ez,ilmekten
burun,burun,
ormanda,orman,da
bulmak,bul,mak
başını,baş,ını
kalk,kalk,
parklarım,park,larım
çivide,çivi,de
yeleğinin,yelek,inin
başladığını,başla,dığını
gelir,gelir,
haftadır,hafta,dır
yüzüyorum,yüz,üyorum
doğra,doğra,
arttırdı,art,tırdı
karıştırdı,karış,tırdı
off,off,
iç,iç,
tanıyormuş,tanı,yormuş
silgilerimde,silgi,lerimde
fotoğrafımda,fotoğraf,ımda
yorgunluğa,yorgun,luğa
çaprazlayıp,çaprazla,yıp
korkuyoruz,kork,uyoruz
alüminyum,alüminyum,
kılıçlarımız,kılıç,larımız
kere,kere,
doğrularak,doğrul,arak
cüzdan,cüzdan,
uzaklaştı,uzak,laştı
çelikten,çelik,ten
makasımda,makas,ımda
gülecek,gül,ecek
dinliyorlar,dinle,iyorlar
büzülmüş,büz,ülmüş
diyemiyorum,de,iyemiyorum
istermişim,iste,rmişim
yanına,yan,ına
yolu,yol,u
görünmeden,gör,ünmeden
ondan,onda,n
fotoğraflarımda,fotoğraf,larımda
kirpinin,kirpi,nin
balık,balık,
ağız,ağız,
biliriz,bil,iriz
tuzla,tuzla,
ilerideki,ileri,deki
yumurtalarım,yumurta,larım
kaldırırlardı,kaldır,ırlardı
fısıltılar,fısıltı,lar
düşüp,düş,üp
seçiyorsun,seç,iyorsun
izliyorlar,izle,iyorlar
yolunu,yol,unu
birikintide,birikinti,de
bakan,bakan,
bugünlerde,bugün,lerde
göllerim,göl,lerim
bakınmaya,bakın,maya
basarak,bas,arak
sütüm,süt,üm
bekle,bekle,
niye,niye,
elimizden,el,imizden
balıklarımda,balık,larımda
istemedi,iste,medi
yaşadığını,yaşa,dığını
konuşuyorsunuz,konuş,uyorsunuz
yürüyüşlerim,yürüyüş,lerim
soruyu,soru,yu
kanguru,kanguru,
kabuğunu,kabuk,unu
park,park,
yaptıkların,yap,tıkların
bekliyorum,bekle,iyorum
canını,can,ını
yeniden,yeni,den
karıştır,karıştır,
vodkada,vodka,da
kumlarım,kum,larım
demirimde,demir,imde
unutuyor,unut,uyor
tutması,tut,ması
yatıyor,yat,ıyor
inanacağız,inan,acakız
açıklayamam,açıkla,yamam
keçiden,keçi,den
düzeltmek,düzelt,mek
marketlerim,market,lerim
nane,nane,
örüyoruz,ör,üyoruz
burnunda,burun,unda
dalıyorum,dal,ıyorum
cevaplayacağız,cevapla,yacakız
sebzedir,sebze,dir
çaylarımda,çay,larımda
tek,tek,
heykelden,heykel,den
rokadan,roka,dan
kapatıyorum,kapat,ıyorum
matsın,mat,sın
unutuyorsun,unut,uyorsun
tarayıcıdan,tarayıcı,dan
koyuyorsun,koy,uyorsun
tuğgeneral,tuğgeneral,
yürüyorsunuz,yürü,yorsunuz
pusulalarımda,pusula,larımda
klasik,klasik,
şarkıcıların,şarkı,cıların
çevirdiniz,çevir,diniz
örüyorsunuz,ör,üyorsunuz
çıkıyorum,çık,ıyorum
ancak,ancak,
yükselerek,yüksel,erek
salonda,salon,da
romlar,rom,lar
onarmak,onar,
kilitten,kilit,ten
danstan,dans,tan
görmedim,gör,medim
krize,kriz,e
hatırlıyorum,hatırla,ıyorum
içinde,içinde,
kınasına,kına,sına
yüzleşiyorlar,yüzleş,iyorlar
anne,anne,
gül,gül,
uyandırıyorsun,uyandır,ıyorsun
hatırlayabildiği,hatırla,yabildiği
hastanelerim,hastane,lerim
oyuncularla,oyuncu,larla
yazılmış,yaz,ılmış
şekerim,şeker,im
avcılıkta,avcılık,ta
incirlerimde,incir,lerimde
kaselerim,kase,lerim
giyeceksin,giy,eceksin
peni,peni,
açıklamaya,açıkla,maya
edindiği,edin,diği
baharatımda,baharat,ımda
kış,kış,
marulum,marul,um
küpede,küpe,de
denizler,deniz,ler
öksürüyorlar,öksür,üyorlar
saçları,saç,ları
asla,asla,
genç,genç,
yap,yap,
örüyor,ör,üyor
senin,sen,in
bahçesindeki,bahçe,sindeki
kafanı,kafa,nı
kaldı,kal,dı
kaçmış,kaç,mış
cevaplıyorsunuz,cevapla,ıyorsunuz
anneden,anne,den
yıldızdan,yıldız,dan
biriktiğini,birik,tiğini
ortalıkta,ortalık,ta
çevresine,çevre,sine
yengeç,yengeç,
utan,utan,
albümler,albüm,ler
batan,bat,an
araba,araba,
iksiniz,ilk,siniz
ayı,ayı,
bronzda,bronz,da
tabaklarımda,tabak,larımda
matkabımda,matkap,ımda
elmadan,elma,dan
öğretmen,öğretmen,
titreyerek,titre,yerek
kasalar,kasa,lar
konuşmamalısın,konuş,mamalısın
bakışlarla,bakış,larla
eğip,eğ,ip
testerede,testere,de
yatıyorum,yat,ıyorum
görmediğini,gör,mediğini
çaydanlık,çaydanlık,
uyandığım,uyan,dığım
oturmakta,otur,makta
boya,boya,
inşaat,inşaat,
amiral,amiral,
katledilenlerden,kat,ledilenlerden
kesiyoruz,kes,iyoruz
hobide,hobi,de
bahçenin,bahçe,nin
kısmının,kısım,ının
bahçede,bahçe,de
kaybet,kaybet,
ardından,art,ından
kaç,kaç,
bakıyor,bak,ıyor
acımamıştı,acı,mamıştı
tat,tat,
suluk,su,luk
gülümsedi,gülümse,di
şeyi,şey,i
kampım,kamp,ım
taş,taş,
şaşkın,şaşkın,
duyan,duy,an
gecede,gece,de
utan,utan,
babalarım,baba,larım
hıçkırıyorum,hıçkır,ıyorum
nanemde,nane,mde
parlat,parlat,
hayatı,hayat,ı
avuçlarına,avuç,larına
tekrarlamazsanız,tekrarla,mazsanız
pekmezinin,pekmez,inin
yapıyordunuz,yap,ıyordunuz
mutlaka,mutlaka,
fırlayan,fırla,yan
birinin,biri,nin
kaybetmemenin,kaybet,memenin
ilginçmiş,ilginç,miş
sıcaklarda,sıcak,larda
yetkili,yetkili,
unutuyorlar,unut,uyorlar
badem,badem,
aldırış,aldır,ış
evi,ev,i
güneşim,güneş,im
esniyorsunuz,esne,iyorsunuz
zorunlu,zorunlu,
bulunmuş,bulun,muş
küçük,küçük,
gözetim,gözetim,
kuşam,kuşam,
klavyelerimde,klavye,lerimde
hayatında,hayat,ında
seviyoruz,sev,iyoruz
kolalar,kola,lar
fındıklar,fındık,lar
kayboldu,kaybol,du
patlıcanlarımda,patlıcan,larımda
ayağına,ayak,ına
beğen,beğen,
mikrofon,mikrofon,
duvarımda,duvar,ımda
üzümlerimde,üzüm,lerimde
haritalar,harita,lar
salonda,salon,da
sütler,süt,ler
sinema,sinema,
iri,iri,
boğaz,boğaz,
fazlalık,fazla,lık
köprüde,köprü,de
koşuyorlar,koş,uyorlar
pişir,pişir,
ağaç,ağaç,
miydiniz,mi,ydiniz
yazıyorsun,yaz,ıyorsun
terketti,terket,ti
başlarının,baş,larının
düşüyorsunuz,düş,üyorsunuz
kapıyı,kapı,yı
içime,içim,e
konusunda,konu,sunda
bejler,bej,ler
trabzonspor,trabzon,spor
neresiydi,nere,siydi
güveniyorsun,güven,iyorsun
traktör,traktör,
anne,anne,
anımsadı,anımsa,dı
hatırlıyoruz,hatırla,ıyoruz
alıyoruz,al,ıyoruz
dikeceğiz,dik,ecekiz
yürürken,yürü,rken
geçirdiği,geçir,diği
konuşmalar,konuş,malar
edemezsiniz,et,emezsiniz
ekmeklerimde,ekmek,lerimde
aceleye,acele,ye
balığımda,balık,ımda
boyunu,boyun,u
ben,ben,
düşeceğiz,düş,ecekiz
dokuyacak,doku,yacak
olanlar,ol,anlar
bademde,badem,de
karıştırıyorlar,karıştır,ıyorlar
beyazdı,beyaz,dı
anlaşılıyordu,anlaş,ılıyordu
tatil,tatil,
fırlatmaya,fırla,tmaya
ediyordu,et,iyordu
bol,bol,
söylediği,söyle,diği
başlamıştı,başla,mıştı
çeliklerim,çelik,lerim
kesmekten,kes,mekten
sus,sus,
olacağını,ol,acağını
demesi,dem,esi
hoşlandın,hoşlan,dın
koşuyorsun,koş,uyorsun
bulabildiği,bul,abildiği
arkasını,arka,sını
cümleydi,cümle,ydi
sundu,sun,du
mezgite,mezgit,e
kağıdım,kağıt,ım
hastaneden,hastane,den
havaya,hava,ya
gelirken,gelir,ken
konuşuyorlardı,konuş,uyorlardı
havaalanı,havaalanı,
kitaplar,kitap,lar
saçma,saçma,
bademlerimde,badem,lerimde
dokunmaya,dokun,maya
sandalye,sandalye,
yokluğundan,yokluk,undan
yetişkin,yetişkin,
öğrencide,öğrenci,de
bilmeceler,bilmece,ler
yaşındaki,yaş,ındaki
çıkamıyorum,çık,amıyorum
zencefiller,zencefil,ler
kirecimde,kireç,imde
samsunspor,samsun,spor
yer,yer,
öncekinden,önce,kinden
demirden,demir,den
balıkesir,balık,esir
anlamını,anlam,ını
çivilerimde,çivi,lerimde
korgeneral,korgeneral,
eteklerim,etek,lerim
cebi,cep,i
arı,arı,
melankolik,melankolik,
tavşanının,tavşan,ının
oynuyorsunuz,oyna,yorsunuz
kaju,kaju,
isabet,isabet,
dilimle,dilimle,
yem,yem,
şarkı,şarkı,
tabak,tabak,
boyuyorsun,boya,yorsun
bittiğini,bit,tiğini
oluyordu,ol,uyordu
ziyafet,ziyafet,
düzenleyeceğiz,düzenle,yecekiz
çiçeğim,çiçek,im
diz,diz,
içmeden,iç,meden
üzerinde,üzeri,nde
yaklaşırsın,yaklaş,ırsın
sırıtan,sırıt,an
kıpkırmızı,kıpkırmızı,
yumurtamda,yumurta,mda
toparlayarak,toparla,yarak
limanlarım,liman,larım
cebinde,cebin,de
edilenlerin,et,ilenlerin
dinleniyor,dinlen,iyor
kakaolarımda,kakao,larımda
dereotundan,dereotu,ndan
vidamda,vida,mda
çıkıyoruz,çık,ıyoruz
çıkıyorum,çık,ıyorum
hatırlayacaksın,hatırla,yacaksın
düşüncesi,düşünce,si
hakları,hak,ları
bakacaksın,bak,acaksın
anlayacağız,anla,yacakız
alay,alay,
üstelik,üstelik,
fare,fare,
fularlarımda,fular,larımda
cevaplayacağım,cevapla,yacakım
bıyıklarım,bıyık,larım
penselerim,pense,lerim
çantadan,çanta,dan
kızarttınız,kızart,tınız
yazmak,yaz,mak
güveniyorsunuz,güven,iyorsunuz
yazmaya,yazma,ya
üyelerine,üye,lerine
tırmanacaksın,tırman,acaksın
bileceğiz,bil,ecekiz
bildiğini,bil,diğini
fikriniz,fikir,iniz
ediyorsunuz,et,iyorsunuz
marketlerimde,market,lerimde
anlık,anlık,
olmayacaksa,ol,mayacaksa
eskilerim,eski,lerim
topladılar,topla,dılar
kuş,kuş,
taşıdığı,taşı,dığı
omuzlarının,omuz,larının
önce,önce,
sallanan,salla,
tuvaletimde,tuvalet,imde
hazırlayacaksın,hazırla,yacaksın
derecede,derece,de
konuşuyorlar,konuş,uyorlar
gülüyorsunuz,gül,üyorsunuz
sorguya,sorgu,ya
macunda,macun,da
öpebilir,öp,ebilir
grup,grup,
bazıları,bazı,ları
nedeni,neden,i
atmadı,at,madı
soğuksun,soğuk,sun
dönebilirim,dön,ebilirim
yürüyorum,yürü,yorum
salatalık,salatalık,
bitti,bit,ti
yeşile,yeşil,e
koşarcasına,koş,arcasına
çileğim,çilek,im
sözü,söz,ü
git,git,
kızıl,kızıl,
şekerlerim,şeker,lerim
kendimi,kendi,mi
kirletiyoruz,kirlet,iyoruz
solgundu,solgun,du
ediyorsun,et,iyorsun
kaz,kaz,
düşüneceksin,düşün,eceksin
yapılır,yapıl,ır
etim,et,im
lahanamda,lahana,mda
boyamda,boya,mda
temizsiniz,temiz,siniz
haber,haber,
albümden,albüm,den
duyacak,duy,acak
borazan,borazan,
makasım,makas,ım
timsah,timsah,
boyunun,boyun,un
balıkta,balık,ta
incir,incir,
siyah,siyah,
tutmak,tut,mak
yünler,yün,ler
dağda,dağ,da
kaçmak,kaç,mak
domuz,domuz,
düşünmemiştim,düşün,memiştim
vakarla,vakar,la
seyahatim,seyahat,im
arayan,ara,yan
gelse,gel,se
sinemalar,sinema,lar
tavukta,tavuk,ta
kediydi,kedi,ydi
gördüğüm,gör,düğüm
bacanın,baca,nın
birinci,birinci,
alıştı,alış,tı
bıçaklarım,bıçak,larım
tanıştırayım,tanış,tırayım
alışamadım,alış,amadım
gümüşümde,gümüş,ümde
çıkaracak,çıkar,acak
çıkaramazlar,çıkar,amazlar
ciyakladı,ciyakla,dı
onlar,onlar,
mandalinalar,mandalina,lar
getiren,getir,en
rakılar,rakı,lar
babalarımda,baba,larımda
şeftali,şeftali,
parktan,park,tan
hayvanı,hayvan,ı
boyadan,boya,dan
böyle,böyle,
tavan,tavan,
esniyorum,esne,iyorum
sesini,ses,ini
matım,mat,ım
gördüm,gör,düm
yak,yak,
yıldızımda,yıldız,ımda
bahsettiğinden,bahset,tiğinden
sıvışabilir,sıvış,abilir
kayalarımda,kaya,larımda
fındıkta,fındık,ta
benimle,ben,imle
avazı,avaz,ı
kerpetenlerimde,kerpeten,lerimde
kedilerimde,kedi,lerimde
