word,root,suffixes
domateslerim,domates,-ler-im
domateslerimde,domates,-ler-im-de
salatalık,salatalık,
salatalıklar,salatalık,-lar
salatalıkta,salatalık,-ta
salatalıktan,salatalık,-tan
salatalığım,salatalık,-ım
salatalığımda,salatalık,-ım-da
salatalıklarım,salatalık,-lar-ım
salatalıklarımda,salatalık,-lar-ım-da
kapı,kapı,
kapılar,kapı,-lar
kapıda,kapı,-da
kapıdan,kapı,-dan
kapım,kapı,-m
kapımda,kapı,-m-da
kapılarım,kapı,-lar-ım
kapılarımda,kapı,-lar-ım-da
pencere,pencere,
pencereler,pencere,-ler
pencerede,pencere,-de
pencereden,pencere,-den
pencereim,pencere,-im
pencereimde,pencere,-im-de
pencerelerim,pencere,-ler-im
pencerelerimde,pencere,-ler-im-de
duvar,duvar,
duvarlar,duvar,-lar
duvarda,duvar,-da
duvardan,duvar,-dan
duvarım,duvar,-ım
duvarımda,duvar,-ım-da
duvarlarım,duvar,-lar-ım
duvarlarımda,duvar,-lar-ım-da
çatı,çatı,
çatılar,çatı,-lar
çatıda,çatı,-da
çatıdan,çatı,-dan
çatım,çatı,-m
çatımda,çatı,-m-da
çatılarım,çatı,-lar-ım
çatılarımda,çatı,-lar-ım-da
zemin,zemin,
zeminler,zemin,-ler
zeminde,zemin,-de
zeminden,zemin,-den
zeminim,zemin,-im
zeminimde,zemin,-im-de
zeminlerim,zemin,-ler-im
zeminlerimde,zemin,-ler-im-de
tavan,tavan,
tavanlar,tavan,-lar
tavanda,tavan,-da
tavandan,tavan,-dan
tavanım,tavan,-ım
tavanımda,tavan,-ım-da
tavanlarım,tavan,-lar-ım
tavanlarımda,tavan,-lar-ım-da
merdiven,merdiven,
merdivenler,merdiven,-ler
merdivende,merdiven,-de
merdivenden,merdiven,-den
merdivenim,merdiven,-im
merdivenimde,merdiven,-im-de
merdivenlerim,merdiven,-ler-im
merdivenlerimde,merdiven,-ler-im-de
asansör,asansör,
asansörler,asansör,-ler
asansörde,asansör,-de
asansörden,asansör,-den
asansörüm,asansör,-üm
asansörümde,asansör,-üm-de
asansörlerim,asansör,-ler-im
asansörlerimde,asansör,-ler-im-de
yol,yol,
yollar,yol,-lar
yolda,yol,-da
yoldan,yol,-dan
yolum,yol,-um
yolumda,yol,-um-da
yollarım,yol,-lar-ım
yollarımda,yol,-lar-ım-da
köprü,köprü,
köprüler,köprü,-ler
köprüde,köprü,-de
köprüden,köprü,-den
köprüm,köprü,-üm
köprümde,köprü,-üm-de
köprülerim,köprü,-ler-im
köprülerimde,köprü,-ler-im-de
tünel,tünel,
tüneller,tünel,-ler
tünelde,tünel,-de
tünelden,tünel,-den
tünelim,tünel,-im
tünelimde,tünel,-im-de
tünellerim,tünel,-ler-im
tünellerimde,tünel,-ler-im-de
istasyon,istasyon,
istasyonlar,istasyon,-lar
istasyonda,istasyon,-da
istasyondan,istasyon,-dan
istasyonum,istasyon,-um
istasyonumda,istasyon,-um-da
istasyonlarım,istasyon,-lar-ım
istasyonlarımda,istasyon,-lar-ım-da
terminal,terminal,
terminaller,terminal,-ler
terminalde,terminal,-de
terminalden,terminal,-den
terminalim,terminal,-im
terminalimde,terminal,-im-de
terminallerim,terminal,-ler-im
terminallerimde,terminal,-ler-im-de
havaalanı,havaalanı,
havaalanları,havaalanı,-ları
havaalanında,havaalanı,-nda
havaalanından,havaalanı,-ndan
havaalanım,havaalanı,-m
havaalanımda,havaalanı,-m-da
havaalanlarım,havaalanı,-lar-ım
havaalanlarımda,havaalanı,-lar-ım-da
liman,liman,
limanlar,liman,-lar
limanda,liman,-da
limandan,liman,-dan
limanım,liman,-ım
limanımda,liman,-ım-da
limanlarım,liman,-lar-ım
limanlarımda,liman,-lar-ım-da
gazete,gazete,
gazeteler,gazete,-ler
gazetede,gazete,-de
gazeteden,gazete,-den
gazetem,gazete,-m
gazetemde,gazete,-m-de
gazetelerim,gazete,-ler-im
gazetelerimde,gazete,-ler-im-de
dergi,dergi,
dergiler,dergi,-ler
dergide,dergi,-de
dergiden,dergi,-den
dergim,dergi,-m
dergimde,dergi,-m-de
dergilerim,dergi,-ler-im
dergilerimde,dergi,-ler-im-de
defter,defter,
defterler,defter,-ler
defterde,defter,-de
defterden,defter,-den
defterim,defter,-im
defterimde,defter,-im-de
defterlerim,defter,-ler-im
defterlerimde,defter,-ler-im-de
kağıt,kağıt,
kağıtlar,kağıt,-lar
kağıtta,kağıt,-ta
kağıttan,kağıt,-tan
kağıdım,kağıt,-ım
kağıdımda,kağıt,-ım-da
kağıtlarım,kağıt,-lar-ım
kağıtlarımda,kağıt,-lar-ım-da
silgi,silgi,
silgiler,silgi,-ler
silgide,silgi,-de
silgiden,silgi,-den
silgim,silgi,-m
silgimde,silgi,-m-de
silgilerim,silgi,-ler-im
silgilerimde,silgi,-ler-im-de
çanta,çanta,
çantalar,çanta,-lar
çantada,çanta,-da
çantadan,çanta,-dan
çantam,çanta,-m
çantamda,çanta,-m-da
çantalarım,çanta,-lar-ım
çantalarımda,çanta,-lar-ım-da
ayakkabı,ayakkabı,
ayakkabılar,ayakkabı,-lar
ayakkabıda,ayakkabı,-da
ayakkabıdan,ayakkabı,-dan
ayakkabım,ayakkabı,-m
ayakkabımda,ayakkabı,-m-da
ayakkabılarım,ayakkabı,-lar-ım
ayakkabılarımda,ayakkabı,-lar-ım-da
elbise,elbise,
elbiseler,elbise,-ler
elbisede,elbise,-de
elbiseden,elbise,-den
elbisem,elbise,-m
elbisemde,elbise,-m-de
elbiselerim,elbise,-ler-im
elbiselerimde,elbise,-ler-im-de
şapka,şapka,
şapkalar,şapka,-lar
şapkada,şapka,-da
şapkadan,şapka,-dan
şapkam,şapka,-m
şapkamda,şapka,-m-da
şapkalarım,şapka,-lar-ım
şapkalarımda,şapka,-lar-ım-da
çorap,çorap,
çoraplar,çorap,-lar
çorapta,çorap,-ta
çoraptan,çorap,-tan
çorabım,çorap,-ım
çorabımda,çorap,-ım-da
çoraplarım,çorap,-lar-ım
çoraplarımda,çorap,-lar-ım-da
gömlek,gömlek,
gömlekler,gömlek,-ler
gömlekte,gömlek,-te
gömlekten,gömlek,-ten
gömleğim,gömlek,-im
gömleğimde,gömlek,-im-de
gömleklerim,gömlek,-ler-im
gömleklerimde,gömlek,-ler-im-de
pantolon,pantolon,
pantolonlar,pantolon,-lar
pantolonda,pantolon,-da
pantolondan,pantolon,-dan
pantolonum,pantolon,-um
pantolonumda,pantolon,-um-da
pantolonlarım,pantolon,-lar-ım
pantolonlarımda,pantolon,-lar-ım-da
etek,etek,
etekler,etek,-ler
etekte,etek,-te
etekten,etek,-ten
eteğim,etek,-im
eteğimde,etek,-im-de
eteklerim,etek,-ler-im
eteklerimde,etek,-ler-im-de
ceket,ceket,
ceketler,ceket,-ler
cekette,ceket,-te
ceketten,ceket,-ten
ceketim,ceket,-im
ceketimde,ceket,-im-de
ceketlerim,ceket,-ler-im
ceketlerimde,ceket,-ler-im-de
saat,saat,
saatler,saat,-ler
saatte,saat,-te
saatten,saat,-ten
saatim,saat,-im
saatimde,saat,-im-de
saatlerim,saat,-ler-im
saatlerimde,saat,-ler-im-de
takvim,takvim,
takvimler,takvim,-ler
takvimde,takvim,-de
takvimden,takvim,-den
takvimim,takvim,-im
takvimimde,takvim,-im-de
takvimlerim,takvim,-ler-im
takvimlerimde,takvim,-ler-im-de
harita,harita,
haritalar,harita,-lar
haritada,harita,-da
haritadan,harita,-dan
haritam,harita,-m
haritamda,harita,-m-da
haritalarım,harita,-lar-ım
haritalarımda,harita,-lar-ım-da
pusula,pusula,
pusulalar,pusula,-lar
pusulada,pusula,-da
pusuladan,pusula,-dan
pusulam,pusula,-m
pusulamda,pusula,-m-da
pusulalarım,pusula,-lar-ım
pusulalarımda,pusula,-lar-ım-da
dürbün,dürbün,
dürbünler,dürbün,-ler
dürbünde,dürbün,-de
dürbünden,dürbün,-den
dürbünüm,dürbün,-üm
dürbünümde,dürbün,-üm-de
dürbünlerim,dürbün,-ler-im
dürbünlerimde,dürbün,-ler-im-de
mikroskop,mikroskop,
mikroskoplar,mikroskop,-lar
mikroskopta,mikroskop,-ta
mikroskoptan,mikroskop,-tan
mikroskopum,mikroskop,-um
mikroskopumda,mikroskop,-um-da
mikroskoplarım,mikroskop,-lar-ım
mikroskoplarımda,mikroskop,-lar-ım-da
teleskop,teleskop,
teleskoplar,teleskop,-lar
teleskopta,teleskop,-ta
teleskoptan,teleskop,-tan
teleskopum,teleskop,-um
teleskopumda,teleskop,-um-da
teleskoplarım,teleskop,-lar-ım
teleskoplarımda,teleskop,-lar-ım-da
şarkı,şarkı,
şarkılar,şarkı,-lar
şarkıda,şarkı,-da
şarkıdan,şarkı,-dan
şarkım,şarkı,-m
şarkımda,şarkı,-m-da
şarkılarım,şarkı,-lar-ım
şarkılarımda,şarkı,-lar-ım-da
dans,dans,
danslar,dans,-lar
dansta,dans,-ta
danstan,dans,-tan
dansım,dans,-ım
dansımda,dans,-ım-da
danslarım,dans,-lar-ım
danslarımda,dans,-lar-ım-da
opera,opera,
operalar,opera,-lar
operada,opera,-da
operadan,opera,-dan
operam,opera,-m
operamda,opera,-m-da
operalarım,opera,-lar-ım
operalarımda,opera,-lar-ım-da
bale,bale,
baleler,bale,-ler
balede,bale,-de
baleden,bale,-den
balem,bale,-m
balemde,bale,-m-de
balelerim,bale,-ler-im
balelerimde,bale,-ler-im-de
konser,konser,
konserler,konser,-ler
konserde,konser,-de
konserden,konser,-den
konserim,konser,-im
konserimde,konser,-im-de
konserlerim,konser,-ler-im
konserlerimde,konser,-ler-im-de
festival,festival,
festivaller,festival,-ler
festivalde,festival,-de
festivalden,festival,-den
festivalim,festival,-im
festivalimde,festival,-im-de
festivallerim,festival,-ler-im
festivallerimde,festival,-ler-im-de
spor,spor,
sporlar,spor,-lar
sporda,spor,-da
spordan,spor,-dan
sporum,spor,-um
sporumda,spor,-um-da
sporlarım,spor,-lar-ım
sporlarımda,spor,-lar-ım-da
futbol,futbol,
futbollar,futbol,-lar
futbolda,futbol,-da
futboldan,futbol,-dan
futbolum,futbol,-um
futbolumda,futbol,-um-da
futbollarım,futbol,-lar-ım
futbollarımda,futbol,-lar-ım-da
basketbol,basketbol,
basketbollar,basketbol,-lar
basketbolda,basketbol,-da
basketboldan,basketbol,-dan
basketbolum,basketbol,-um
basketbolumda,basketbol,-um-da
basketbollarım,basketbol,-lar-ım
basketbollarımda,basketbol,-lar-ım-da
voleybol,voleybol,
voleybollar,voleybol,-lar
voleybolda,voleybol,-da
voleyboldan,voleybol,-dan
voleybolum,voleybol,-um
voleybolumda,voleybol,-um-da
voleybollarım,voleybol,-lar-ım
voleybollarımda,voleybol,-lar-ım-da
tenis,tenis,
tenisler,tenis,-ler
teniste,tenis,-te
tenisten,tenis,-ten
tenisim,tenis,-im
tenisimde,tenis,-im-de
tenislerim,tenis,-ler-im
tenislerimde,tenis,-ler-im-de
yüzme,yüzme,
yüzmeler,yüzme,-ler
yüzmede,yüzme,-de
yüzmeden,yüzme,-den
yüzmem,yüzme,-m
yüzmemde,yüzme,-m-de
yüzmelerim,yüzme,-ler-im
yüzmelerimde,yüzme,-ler-im-de
koşu,koşu,
koşular,koşu,-lar
koşuda,koşu,-da
koşudan,koşu,-dan
koşum,koşu,-um
koşumda,koşu,-um-da
koşularım,koşu,-lar-ım
koşularımda,koşu,-lar-ım-da
yürüyüş,yürüyüş,
yürüyüşler,yürüyüş,-ler
yürüyüşte,yürüyüş,-te
yürüyüşten,yürüyüş,-ten
yürüyüşüm,yürüyüş,-üm
yürüyüşümde,yürüyüş,-üm-de
yürüyüşlerim,yürüyüş,-ler-im
yürüyüşlerimde,yürüyüş,-ler-im-de
hobi,hobi,
hobiler,hobi,-ler
hobide,hobi,-de
hobiden,hobi,-den
hobim,hobi,-m
hobimde,hobi,-m-de
hobilerim,hobi,-ler-im
hobilerimde,hobi,-ler-im-de
koleksiyon,koleksiyon,
koleksiyonlar,koleksiyon,-lar
koleksiyonda,koleksiyon,-da
koleksiyondan,koleksiyon,-dan
koleksiyonum,koleksiyon,-um
koleksiyonumda,koleksiyon,-um-da
koleksiyonlarım,koleksiyon,-lar-ım
koleksiyonlarımda,koleksiyon,-lar-ım-da
bahçıvanlık,bahçıvanlık,
bahçıvanlıklar,bahçıvanlık,-lar
bahçıvanlıkta,bahçıvanlık,-ta
bahçıvanlıktan,bahçıvanlık,-tan
bahçıvanlığım,bahçıvanlık,-ım
bahçıvanlığımda,bahçıvanlık,-ım-da
bahçıvanlıklarım,bahçıvanlık,-lar-ım
bahçıvanlıklarımda,bahçıvanlık,-lar-ım-da
balıkçılık,balıkçılık,
balıkçılıklar,balıkçılık,-lar
balıkçılıkta,balıkçılık,-ta
balıkçılıktan,balıkçılık,-tan
balıkçılığım,balıkçılık,-ım
balıkçılığımda,balıkçılık,-ım-da
balıkçılıklarım,balıkçılık,-lar-ım
balıkçılıklarımda,balıkçılık,-lar-ım-da
avcılık,avcılık,
avcılıklar,avcılık,-lar
avcılıkta,avcılık,-ta
avcılıktan,avcılık,-tan
avcılığım,avcılık,-ım
avcılığımda,avcılık,-ım-da
avcılıklarım,avcılık,-lar-ım
avcılıklarımda,avcılık,-lar-ım-da
kamp,kamp,
kamplar,kamp,-lar
kampta,kamp,-ta
kamptan,kamp,-tan
kampım,kamp,-ım
kampımda,kamp,-ım-da
kamplarım,kamp,-lar-ım
kamplarımda,kamp,-lar-ım-da
gezi,gezi,
geziler,gezi,-ler
gezide,gezi,-de
geziden,gezi,-den
gezim,gezi,-m
gezimde,gezi,-m-de
gezilerim,gezi,-ler-im
gezilerimde,gezi,-ler-im-de
tatil,tatil,
tatiller,tatil,-ler
tatilde,tatil,-de
tatilden,tatil,-den
tatilim,tatil,-im
tatilimde,tatil,-im-de
tatillerim,tatil,-ler-im
tatillerimde,tatil,-ler-im-de
seyahat,seyahat,
seyahatler,seyahat,-ler
seyahatte,seyahat,-te
seyahatten,seyahat,-ten
seyahatım,seyahat,-ım
seyahatımda,seyahat,-ım-da
seyahatlerim,seyahat,-ler-im
seyahatlerimde,seyahat,-ler-im-de
turizm,turizm,
turizmler,turizm,-ler
turizmde,turizm,-de
turizmden,turizm,-den
turizmim,turizm,-im
turizmimde,turizm,-im-de
turizmlerim,turizm,-ler-im
turizmlerimde,turizm,-ler-im-de
otel,otel,
oteller,otel,-ler
otelde,otel,-de
otelden,otel,-den
otelim,otel,-im
otelimde,otel,-im-de
otellerim,otel,-ler-im
otellerimde,otel,-ler-im-de
pansiyon,pansiyon,
pansiyonlar,pansiyon,-lar
pansiyonda,pansiyon,-da
