word,root,suffixes
gözle,gözle,
gidecek,git,ecek
saatler,saat,ler
sonlarında,son,larında
parkımda,park,ımda
tekerlerin,teker,lerin
nargileyi,nargile,yi
kekikler,kekik,ler
sarımsaklarım,sarımsak,larım
orgeneral,orgeneral,
düşüyoruz,düş,üyoruz
rastlayıp,rastla,yıp
ılımlı,ılım,lı
partisiydi,parti,siydi
kederli,keder,li
kaybediyorsunuz,kaybet,iyorsunuz
süsle,süsle,
merdivenleri,merdiven,leri
inceler,ince,ler
süslenmişler,süs,lenmişler
inanıyor,inan,ıyor
çıkarılacak,çık,arılacak
susuyoruz,sus,uyoruz
heykeller,heykel,ler
anlayacağım,anla,yacakım
geçirdiler,geç,irdiler
olana,ol,ana
daha,daha,
tavanına,tavan,ına
voleyboldan,voleybol,dan
alkışladı,alkış,ladı
hiçbir,hiçbir,
kır,kır,
doktor,doktor,
bulacak,bul,acak
öğrendiniz,öğren,diniz
beraber,beraber,
fenerbahçe,fener,bahçe
anlayamamıştı,anla,yamamıştı
istediğin,iste,diğin
badminton,badminton,
anlatır,anla,tır
kapıdan,kapı,dan
sertçe,sert,çe
küpeden,küpe,den
kirletecek,kir,letecek
olmasından,ol,masından
hoş,hoş,
hatırlıyorsun,hatır,lıyorsun
pekmezi,pekmez,i
kitap,kitap,
gömlek,gömlek,
kur,kur,
operadan,opera,dan
şah,şah,
yaşta,yaş,ta
bit,bit,
çekti,çek,ti
üzüntü,üz,üntü
papatya,papatya,
gelinliğim,gelin,liğim
yaşı,yaş,ı
çıkacağını,çık,acağını
albümde,albüm,de
alüminyumlarım,alüminyum,larım
cadde,cadde,
dünyanın,dünya,nın
anlayacağınız,anla,yacağınız
duracaksın,dur,acaksın
günlerimde,gün,lerimde
gerekçesi,gerek,çesi
peşinden,peşin,den
sörf,sörf,
baharatlarımda,baharat,larımda
fincanını,fincan,ını
yoruluncaya,yor,uluncaya
kaşığı,kaşık,ı
açıyorum,aç,ıyorum
reddediyorum,reddet,iyorum
elmalar,elma,lar
ana,ana,
buradayım,bura,dayım
şiirini,şiir,ini
değerlendirme,değer,lendirme
sıçrayarak,sıçra,yarak
sinemam,sinema,m
bilemiyorum,bil,emiyorum
bitkiden,bitki,den
devamlı,devam,lı
masasına,masa,sına
gözlemek,göz,lemek
belli,belli,
sazlar,saz,lar
şeker,şeker,
çeşitli,çeşit,li
çekiç,çekiç,
kalmasıdır,kal,masıdır
plastik,plastik,
naylonda,naylon,da
makarnamda,makarna,mda
kameralarım,kamera,larım
çimenler,çimen,ler
büyümek,büyü,mek
insanın,insan,ın
kamplar,kamp,lar
şapka,şapka,
ağlıyor,ağla,ıyor
ipek,ipek,
oldun,ol,dun
uzunum,uzun,um
kıyıda,kıyı,da
taktirde,taktir,de
öksürüyorsunuz,öksür,üyorsunuz
kravatımda,kravat,ımda
ineceğim,in,ecekim
serin,serin,
büyüme,büyü,me
faresine,fare,sine
karmaşaya,karmaşa,ya
sonraki,sonra,ki
kadardı,kadar,dı
kahvemde,kahve,mde
dağılıverdi,dağıl,ıverdi
yirmiye,yirmi,ye
birazdan,biraz,dan
roma,rom,a
susup,sus,up
cilam,cila,m
uçuyorsun,uç,uyorsun
kapımda,kapı,mda
ısıt,ısı,t
anlıyorlar,anla,yorlar
kork,kork,
düşünmüyorum,düşün,müyorum
kestanede,kestane,de
hatırlamıyordu,hatır,lamıyordu
tuzlu,tuz,lu
komutları,komut,ları
yürüyorsunuz,yürü,yorsunuz
hiçsiniz,hiç,siniz
ihtiyacınız,ihtiyaç,ınız
etkisini,etki,sini
gözlük,göz,lük
parmağını,parmak,ını
eğleneceğiz,eğlen,eceğiz
alaya,alay,a
karpuzlarımda,karpuz,larımda
pensemde,pense,mde
al,al,
betonlar,beton,lar
boyuyor,boya,yor
veriyor,ver,iyor
burjuva,burjuva,
tırmanıyorum,tırman,ıyorum
kesiyorum,kes,iyorum
uzunlar,uzun,lar
taşıyorum,taş,ıyorum
limanlarımda,liman,larımda
çekicimde,çekiç,imde
bekleyecek,bekle,yecek
kumumda,kum,umda
çoban,çoban,
istediğini,iste,diğini
bekliyorsunuz,bekle,iyorsunuz
büyükler,büyük,ler
koridor,koridor,
yıldızına,yıldız,ına
çorabımda,çorap,ımda
bankın,bank,ın
açacaksın,aç,acaksın
çıkıyorlar,çık,ıyorlar
seçiyorlar,seç,iyorlar
öğretmenlerimde,öğret,menlerimde
kediler,kedi,ler
karşılaşmamıştı,karşı,laşmamıştı
içmeseydim,iç,meseydim
fazlalığı,fazla,lığı
anlamadığını,anla,madığını
çevirenin,çevir,enin
sever,sev,er
göze,göze,
dikkate,dikkat,e
duyacaklar,duy,acaklar
bitirdiğinde,bitir,diğinde
verdiğin,ver,diğin
şaşarak,şaş,arak
geçinmek,geç,inmek
kalkışmanın,kalk,ışmanın
kutu,kutu,
soğan,soğan,
söyleyecek,söyle,yecek
küçüklerde,küçük,lerde
soyun,soy,un
yılı,yıl,ı
yazılmıştır,yaz,ılmıştır
ağladığı,ağla,dığı
yaş,yaş,
öğretmenlerim,öğret,menlerim
koyunlarımda,koyun,larımda
bağırıyorlar,bağır,ıyorlar
çalışacağım,çalış,acakım
yarışı,yarış,ı
olamayacağı,ol,amayacağı
beğeniyorsunuz,beğen,iyorsunuz
yardımcısı,yardım,cısı
verniğimde,vernik,imde
hissediyordu,his,ediyordu
beğeniyorsun,beğen,iyorsun
kemerim,kemer,im
güleceğiz,gül,ecekiz
gevşet,gevşet,
birden,bir,den
otlara,ot,lara
öfkeli,öfke,li
tutup,tut,up
alıyorsun,al,ıyorsun
tutuyorlardı,tut,uyorlardı
bitiyorum,bit,iyorum
yılanları,yılan,ları
sona,son,a
deniz,deniz,
sevinçle,sev,inçle
olurlar,ol,urlar
etek,etek,
susuyorum,sus,uyorum
rafları,raf,ları
nanede,nane,de
okumaya,oku,maya
saçılmanın,saç,ılmanın
elmaslarla,elmas,larla
satıyorlar,sat,ıyorlar
sebebi,sebep,i
gidiyoruz,git,iyoruz
kalkıyorum,kalk,ıyorum
keyifli,keyif,li
pencerenin,pencere,nin
dinleniyorlar,dinlen,iyorlar
tarayıcı,tara,yıcı
dinleneceksin,dinlen,eceksin
defa,defa,
bekleyeyim,bekle,yeyim
bulut,bulut,
onar,onar,
yöne,yön,e
verebilir,ver,ebilir
mukavvalarım,mukavva,larım
çimdiklemeye,çimdik,lemeye
başlayıp,baş,layıp
denesem,dene,sem
dinleniyorlardı,dinlen,iyorlardı
pamuğumda,pamuk,umda
sarayın,saray,ın
istediğimde,iste,diğimde
konuşmasıydı,konuş,masıydı
pencere,pencere,
baksan,bak,san
seviyorcasına,sev,iyorcasına
rüyalarıma,rüya,larıma
avantajı,avantaj,ı
dizilirsiniz,diz,ilirsiniz
sor,sor,
satıyorum,sat,ıyorum
ovuşturuyordu,ov,uşturuyordu
mırıldanarak,mırıldan,arak
terbiyesizlik,terbiye,sizlik
kısacası,kısa,cası
çiziyorsunuz,çiz,iyorsunuz
sebzeye,sebze,ye
birisi,bir,isi
oynadıklarını,oyna,dıklarını
gözlüklerimde,gözlük,lerimde
yağmurdan,yağmur,dan
morlar,mor,lar
ufak,ufak,
şallar,şal,lar
kafan,kafa,n
giydirecek,giy,direcek
yarısına,yarı,sına
ciddiyet,ciddiyet,
kapatacak,kapat,acak
bin,bin,
klavyemde,klavye,mde
böylelikle,böyle,likle
kaybediyorlar,kaybet,iyorlar
boyuna,boyun,a
keçi,keçi,
müthiş,müthiş,
durmayarak,dur,mayarak
değiştirerek,değiş,tirerek
askerle,asker,le
içerseniz,içer,seniz
danslar,dans,lar
anlayacak,anla,yacak
tekrar,tekrar,
serilmesi,ser,ilmesi
olmalısınız,ol,malısınız
çileklerimde,çilek,lerimde
gelirim,gel,irim
istasyonumda,istasyon,umda
veriyorlar,ver,iyorlar
defterden,defter,den
bakmasının,bak,masının
yazacağım,yaz,acakım
yüzmekten,yüz,mekten
eliniz,el,iniz
çörek,çörek,
zaten,zaten,
çimentomda,çimento,mda
yapabilir,yap,abilir
ortadaydı,orta,daydı
kabak,kabak,
kayık,kayık,
ederiz,et,eriz
evde,ev,de
veriyoruz,ver,iyoruz
ilgilenemeyecek,ilgi,lenemeyecek
bıçak,bıçak,
birini,bir,ini
madenim,maden,im
kadarsa,kadar,sa
anlıyoruz,anla,yoruz
seçiyorsunuz,seç,iyorsunuz
süredir,süre,dir
koşup,koş,up
yardımcı,yardım,cı
benzemez,benze,mez
emziriyor,em,ziriyor
toplayarak,top,layarak
fularda,fular,da
müzik,müzik,
başınızı,baş,ınızı
zıplayacağım,zıpla,yacakım
gezeceksin,gez,eceksin
bakıyordu,bak,ıyordu
günü,günü,
ver,ver,
kuyruğumu,kuyruk,umu
kase,kase,
tepesinden,tepe,sinden
eldivenler,eldiven,ler
tornavidalarımda,tornavida,larımda
yürüyorlar,yürü,yorlar
onlardansın,onlar,lardansın
bulmasını,bul,masını
ketenler,keten,ler
mahkeme,mahkeme,
ağaçlarımda,ağaç,larımda
mikroskoplarımda,mikroskop,larımda
maydanozlar,maydanoz,lar
ezilmekten,ez,ilmekten
burun,burun,
ormanda,orman,da
bulmak,bul,mak
başını,baş,ını
kalk,kalk,
parklarım,park,larım
çivide,çivi,de
yeleğinin,yelek,inin
başladığını,baş,ladığını
gelir,gel,ir
haftadır,hafta,dır
yüzüyorum,yüz,üyorum
doğra,doğra,
arttırdı,art,tırdı
karıştırdı,kar,ıştırdı
off,off,
iç,iç,
tanıyormuş,tanı,yormuş
silgilerimde,sil,gilerimde
fotoğrafımda,fotoğraf,ımda
yorgunluğa,yor,gunluğa
çaprazlayıp,çaprazla,yıp
korkuyoruz,kork,uyoruz
alüminyum,alüminyum,
kılıçlarımız,kılıç,larımız
kere,kere,
doğrularak,doğrul,arak
cüzdan,cüzdan,
uzaklaştı,uzak,laştı
çelikten,çelik,ten
makasımda,makas,ımda
gülecek,gül,ecek
dinliyorlar,dinle,iyorlar
büzülmüş,büz,ülmüş
diyemiyorum,de,iyemiyorum
istermişim,iste,rmişim
yanına,yan,ına
yolu,yol,u
görünmeden,gör,ünmeden
ondan,o,ndan
fotoğraflarımda,fotoğraf,larımda
kirpinin,kirpi,nin
balık,balık,
ağız,ağız,
biliriz,bil,iriz
tuzla,tuz,la
ilerideki,ileri,deki
yumurtalarım,yumurta,larım
kaldırırlardı,kaldır,ırlardı
fısıltılar,fısıltı,lar
düşüp,düş,üp
seçiyorsun,seç,iyorsun
izliyorlar,izle,iyorlar
yolunu,yol,unu
birikintide,bir,ikintide
bakan,bak,an
bugünlerde,bugün,lerde
göllerim,göl,lerim
bakınmaya,bak,ınmaya
basarak,bas,arak
sütüm,süt,üm
bekle,bekle,
niye,niye,
elimizden,el,imizden
balıklarımda,balık,larımda
istemedi,iste,medi
yaşadığını,yaşa,dığını
konuşuyorsunuz,konuş,uyorsunuz
yürüyüşlerim,yürü,yüşlerim
soruyu,soru,yu
kanguru,kanguru,
kabuğunu,kabuk,unu
park,park,
yaptıkların,yap,tıkların
bekliyorum,bekle,iyorum
canını,can,ını
yeniden,yeni,den
karıştır,kar,ıştır
vodkada,vodka,da
kumlarım,kum,larım
demirimde,demir,imde
unutuyor,unut,uyor
tutması,tut,ması
inanacağız,inan,acakız
açıklayamam,aç,ıklayamam
keçiden,keçi,den
düzeltmek,düz,eltmek
marketlerim,market,lerim
nane,nane,
örüyoruz,ör,üyoruz
burnunda,burun,unda
dalıyorum,dal,ıyorum
cevaplayacağız,cevap,layacakız
sebzedir,sebze,dir
çaylarımda,çay,larımda
tek,tek,
heykelden,heykel,den
rokadan,roka,dan
kapatıyorum,kapat,ıyorum
matsın,mat,sın
unutuyorsun,unut,uyorsun
tarayıcıdan,tara,yıcıdan
koyuyorsun,koy,uyorsun
tuğgeneral,tuğgeneral,
pusulalarımda,pusula,larımda
klasik,klasik,
şarkıcıların,şarkı,cıların
çevirdiniz,çevir,diniz
örüyorsunuz,ör,üyorsunuz
çıkıyorum,çık,ıyorum
ancak,ancak,
yükselerek,yüksek,lerek
salonda,salon,da
romlar,rom,lar
onarmak,onar,
kilitten,kilit,ten
danstan,dans,tan
görmedim,gör,medim
krize,kriz,e
hatırlıyorum,hatır,lıyorum
içinde,iç,inde
kınasına,kına,sına
yüzleşiyorlar,yüz,leşiyorlar
anne,anne,
gül,gül,
uyandırıyorsun,uyan,dırıyorsun
hatırlayabildiği,hatır,layabildiği
hastanelerim,hastane,lerim
oyuncularla,oyun,cularla
yazılmış,yaz,ılmış
şekerim,şeker,im
avcılıkta,av,cılıkta
incirlerimde,incir,lerimde
kaselerim,kase,lerim
giyeceksin,giy,eceksin
peni,peni,
açıklamaya,aç,ıklamaya
edindiği,et,indiği
baharatımda,baharat,ımda
kış,kış,
marulum,marul,um
küpede,küpe,de
denizler,deniz,ler
öksürüyorlar,öksür,üyorlar
saçları,saç,ları
asla,asla,
genç,genç,
yap,yap,
örüyor,ör,üyor
senin,sen,in
bahçesindeki,bahçe,sindeki
kafanı,kafa,nı
kaldı,kal,dı
kaçmış,kaç,mış
cevaplıyorsunuz,cevap,lıyorsunuz
anneden,anne,den
yıldızdan,yıldız,dan
biriktiğini,bir,iktiğini
ortalıkta,orta,lıkta
çevresine,çevre,sine
yengeç,yengeç,
utan,utan,
albümler,albüm,ler
batan,bat,an
araba,araba,
iksiniz,ilk,siniz
ayı,ayı,
bronzda,bronz,da
tabaklarımda,tabak,larımda
matkabımda,matkap,ımda
elmadan,elma,dan
öğretmen,öğret,men
titreyerek,titre,yerek
kasalar,kasa,lar
konuşmamalısın,konuş,mamalısın
bakışlarla,bakış,larla
eğip,eğ,ip
testerede,testere,de
yatıyorum,yat,ıyorum
görmediğini,gör,mediğini
çaydanlık,çay,danlık
uyandığım,uyan,dığım
oturmakta,otur,makta
boya,boya,
inşaat,inşaat,
amiral,amiral,
katledilenlerden,kat,ledilenlerden
kesiyoruz,kes,iyoruz
hobide,hobi,de
bahçenin,bahçe,nin
kısmının,kısım,ının
bahçede,bahçe,de
kaybet,kaybet,
ardından,art,ından
kaç,kaç,
bakıyor,bak,ıyor
acımamıştı,acı,mamıştı
tat,tat,
suluk,su,luk
gülümsedi,gül,ümsedi
şeyi,şey,i
kampım,kamp,ım
taş,taş,
şaşkın,şaş,kın
duyan,duy,an
gecede,gece,de
babalarım,baba,larım
hıçkırıyorum,hıçkır,ıyorum
nanemde,nane,mde
parlat,parla,t
hayatı,hayat,ı
avuçlarına,avuç,larına
tekrarlamazsanız,tekrar,lamazsanız
pekmezinin,pekmez,inin
yapıyordunuz,yap,ıyordunuz
mutlaka,mutlak,a
fırlayan,fırla,yan
birinin,bir,inin
kaybetmemenin,kaybet,memenin
ilginçmiş,ilgi,nçmiş
sıcaklarda,sıcak,larda
yetkili,yet,kili
unutuyorlar,unut,uyorlar
badem,badem,
aldırış,al,dırış
evi,ev,i
güneşim,güneş,im
esniyorsunuz,esne,iyorsunuz
zorunlu,zorunlu,
bulunmuş,bul,unmuş
küçük,küçük,
gözetim,göz,etim
kuşam,kuşam,
klavyelerimde,klavye,lerimde
hayatında,hayat,ında
seviyoruz,sev,iyoruz
kolalar,kola,lar
fındıklar,fındık,lar
kayboldu,kaybol,du
patlıcanlarımda,patlıcan,larımda
ayağına,ayak,ına
beğen,beğen,
mikrofon,mikrofon,
duvarımda,duvar,ımda
üzümlerimde,üzüm,lerimde
haritalar,harita,lar
sütler,süt,ler
sinema,sinema,
iri,iri,
boğaz,boğaz,
fazlalık,fazla,lık
köprüde,köprü,de
koşuyorlar,koş,uyorlar
pişir,piş,ir
ağaç,ağaç,
miydiniz,mi,ydiniz
yazıyorsun,yaz,ıyorsun
gelemez,gel,ti
başlarının,baş,larının
düşüyorsunuz,düş,üyorsunuz
kapıyı,kapı,yı
içime,içim,e
konusunda,konu,sunda
bejler,bej,ler
trabzonspor,trabzon,spor
neresiydi,nere,siydi
güveniyorsun,güven,iyorsun
traktör,traktör,
anımsadı,an,ımsadı
hatırlıyoruz,hatır,lıyoruz
alıyoruz,al,ıyoruz
dikeceğiz,dik,ecekiz
yürürken,yürü,rken
geçirdiği,geç,irdiği
konuşmalar,konuş,malar
edemezsiniz,et,emezsiniz
ekmeklerimde,ekmek,lerimde
aceleye,acele,ye
balığımda,balık,ımda
boyunu,boyun,u
ben,ben,
düşeceğiz,düş,ecekiz
dokuyacak,doku,yacak
olanlar,ol,anlar
bademde,badem,de
karıştırıyorlar,kar,ıştırıyorlar
beyazdı,beyaz,dı
anlaşılıyordu,anla,şılıyordu
tatil,tatil,
fırlatmaya,fırla,tmaya
ediyordu,et,iyordu
bol,bol,
söylediği,söyle,diği
başlamıştı,baş,lamıştı
çeliklerim,çelik,lerim
kesmekten,kes,mekten
sus,sus,
olacağını,ol,acağını
demesi,dem,esi
hoşlandın,hoş,landın
koşuyorsun,koş,uyorsun
bulabildiği,bul,abildiği
arkasını,arka,sını
cümleydi,cümle,ydi
sundu,sun,du
mezgite,mezgit,e
kağıdım,kağıt,ım
hastaneden,hastane,den
havaya,hava,ya
gelirken,gel,irken
konuşuyorlardı,konuş,uyorlardı
havaalanı,hava,alanı
kitaplar,kitap,lar
saçma,saç,ma
bademlerimde,badem,lerimde
dokunmaya,dokun,maya
sandalye,sandalye,
yokluğundan,yok,luğundan
yetişkin,yet,işkin
öğrencide,öğren,cide
bilmeceler,bil,meceler
yaşındaki,yaş,ındaki
çıkamıyorum,çık,amıyorum
zencefiller,zencefil,ler
kirecimde,kireç,imde
samsunspor,samsun,spor
yer,yer,
öncekinden,önce,kinden
demirden,demir,den
balıkesir,balık,esir
anlamını,anlam,ını
çivilerimde,çivi,lerimde
korgeneral,korgeneral,
eteklerim,etek,lerim
cebi,cep,i
arı,arı,
melankolik,melankolik,
tavşanının,tavşan,ının
oynuyorsunuz,oyna,yorsunuz
kaju,kaju,
isabet,isabet,
dilimle,dilim,le
yem,yem,
şarkı,şarkı,
tabak,tabak,
boyuyorsun,boya,yorsun
bittiğini,bit,tiğini
oluyordu,ol,uyordu
ziyafet,ziyafet,
düzenleyeceğiz,düz,enleyecekiz
çiçeğim,çiçek,im
diz,diz,
içmeden,iç,meden
üzerinde,üzeri,nde
yaklaşırsın,yaklaş,ırsın
sırıtan,sırıt,an
kıpkırmızı,kıpkırmızı,
yumurtamda,yumurta,mda
toparlayarak,top,arlayarak
limanlarım,liman,larım
cebinde,cep,inde
edilenlerin,et,ilenlerin
dinleniyor,dinlen,iyor
kakaolarımda,kakao,larımda
dereotundan,dere,otundan
vidamda,vida,mda
çıkıyoruz,çık,ıyoruz
hatırlayacaksın,hatır,layacaksın
düşüncesi,düşün,cesi
hakları,hak,ları
bakacaksın,bak,acaksın
anlayacağız,anla,yacakız
alay,alay,
üstelik,üst,elik
fare,fare,
fularlarımda,fular,larımda
cevaplayacağım,cevap,layacakım
bıyıklarım,bıyık,larım
penselerim,pense,lerim
çantadan,çanta,dan
kızarttınız,kızart,tınız
yazmak,yaz,mak
güveniyorsunuz,güven,iyorsunuz
yazmaya,yaz,maya
üyelerine,üye,lerine
tırmanacaksın,tırman,acaksın
bileceğiz,bil,ecekiz
bildiğini,bil,diğini
fikriniz,fikir,iniz
ediyorsunuz,et,iyorsunuz
marketlerimde,market,lerimde
anlık,anlık,
olmayacaksa,ol,mayacaksa
eskilerim,eski,lerim
topladılar,top,ladılar
kuş,kuş,
taşıdığı,taşı,dığı
omuzlarının,omuz,larının
önce,önce,
sallanan,salla,
tuvaletimde,tuvalet,imde
hazırlayacaksın,hazır,layacaksın
derecede,derece,de
konuşuyorlar,konuş,uyorlar
gülüyorsunuz,gül,üyorsunuz
sorguya,sor,guya
macunda,macun,da
öpebilir,öp,ebilir
grup,grup,
bazıları,bazı,ları
nedeni,neden,i
atmadı,at,madı
soğuksun,soğu,ksun
dönebilirim,dön,ebilirim
yürüyorum,yürü,yorum
salatalık,salatalık,
bitti,bit,ti
yeşile,yeşil,e
koşarcasına,koş,arcasına
çileğim,çilek,im
sözü,söz,ü
git,git,
kızıl,kızıl,
şekerlerim,şeker,lerim
kendimi,kendi,mi
kirletiyoruz,kir,letiyoruz
solgundu,sol,gundu
ediyorsun,et,iyorsun
kaz,kaz,
düşüneceksin,düşün,eceksin
yapılır,yapıl,ır
etim,et,im
lahanamda,lahana,mda
boyamda,boya,mda
temizsiniz,temiz,siniz
haber,haber,
albümden,albüm,den
duyacak,duy,acak
borazan,borazan,
makasım,makas,ım
timsah,timsah,
boyunun,boyun,un
balıkta,balık,ta
incir,incir,
siyah,siyah,
tutmak,tut,mak
yünler,yün,ler
dağda,dağ,da
kaçmak,kaç,mak
domuz,domuz,
düşünmemiştim,düşün,memiştim
vakarla,vakar,la
seyahatim,seyahat,im
arayan,ara,yan
gelse,gel,se
sinemalar,sinema,lar
tavukta,tavuk,ta
kediydi,kedi,ydi
gördüğüm,gör,düğüm
bacanın,baca,nın
birinci,bir,inci
alıştı,alış,tı
bıçaklarım,bıçak,larım
tanıştırayım,tanış,tırayım
alışamadım,alış,amadım
gümüşümde,gümüş,ümde
çıkaracak,çık,aracak
çıkaramazlar,çık,aramazlar
ciyakladı,ciyakla,dı
onlar,onlar,
mandalinalar,mandalina,lar
getiren,getir,en
rakılar,rakı,lar
babalarımda,baba,larımda
şeftali,şeftali,
parktan,park,tan
hayvanı,hayvan,ı
boyadan,boya,dan
böyle,böyle,
tavan,tavan,
esniyorum,esne,iyorum
sesini,ses,ini
matım,mat,ım
gördüm,gör,düm
yak,yak,
yıldızımda,yıldız,ımda
bahsettiğinden,bahset,tiğinden
sıvışabilir,sıvış,abilir
kayalarımda,kaya,larımda
fındıkta,fındık,ta
benimle,ben,imle
avazı,avaz,ı
kerpetenlerimde,kerpeten,lerimde
kedilerimde,kedi,lerimde
hatırla,hatır,la
çaydanlığımda,çay,danlığımda
kulağına,kulak,ına
unutuyorsunuz,unut,uyorsunuz
istasyonda,istasyon,da
giriyorsun,gir,iyorsun
kısmını,kısım,ını
nöbetine,nöbet,ine
